Ensembl	logFC	FDR	SYMBOL	Significance
ENSG00000135426	0.672235707	0.301912168	TESPA1	Non
ENSG00000265491	-0.188892116	0.301951658	RNF115	Non
ENSG00000119950	0.199684541	0.301980527	MXI1	Non
ENSG00000155980	0.208616634	0.301980527	KIF5A	Non
ENSG00000182732	0.417570815	0.302408878	RGS6	Non
ENSG00000184743	0.231121666	0.302628798	ATL3	Non
ENSG00000198522	-0.253533135	0.302671483	GPN1	Non
ENSG00000251664	0.415733922	0.302786016	PCDHA12	Non
ENSG00000168398	0.51897719	0.302786016	BDKRB2	Non
ENSG00000010319	0.363903446	0.30300264	SEMA3G	Non
ENSG00000152822	-0.219119462	0.303007131	GRM1	Non
ENSG00000166012	-0.235098076	0.303077451	TAF1D	Non
ENSG00000173540	0.285083188	0.303166562	GMPPB	Non
ENSG00000021645	-0.198394534	0.303245167	NRXN3	Non
ENSG00000196935	0.222056169	0.30339528	SRGAP1	Non
ENSG00000235863	0.460554221	0.30345311	B3GALT4	Non
ENSG00000106689	0.306050496	0.303516934	LHX2	Non
ENSG00000167604	0.564168845	0.303590036	NFKBID	Non
ENSG00000116641	-0.186753184	0.303791205	DOCK7	Non
ENSG00000005889	-0.264656238	0.303813852	ZFX	Non
ENSG00000093217	0.277132703	0.303942058	XYLB	Non
ENSG00000126775	-0.229951635	0.303942058	ATG14	Non
ENSG00000160752	-0.227558442	0.304050988	FDPS	Non
ENSG00000101493	0.278521779	0.304067477	ZNF516	Non
ENSG00000103994	-0.181929021	0.304147971	ZNF106	Non
ENSG00000039139	-0.241139786	0.304272186	DNAH5	Non
ENSG00000116754	-0.247184905	0.304318511	SRSF11	Non
ENSG00000181555	-0.211650472	0.304318511	SETD2	Non
ENSG00000198189	-0.249030681	0.304740075	HSD17B11	Non
ENSG00000121067	-0.21004263	0.304740075	SPOP	Non
ENSG00000126583	0.467618704	0.304740075	PRKCG	Non
ENSG00000072694	0.519916216	0.304948401	FCGR2B	Non
ENSG00000145833	-0.241621339	0.304948401	DDX46	Non
ENSG00000146373	-0.247135269	0.305034828	RNF217	Non
ENSG00000130640	0.229711051	0.305382408	TUBGCP2	Non
ENSG00000112078	-0.195350599	0.305546202	KCTD20	Non
ENSG00000156959	0.373806305	0.306488638	LHFPL4	Non
ENSG00000196664	0.430972408	0.307051682	TLR7	Non
ENSG00000143590	0.48841079	0.307138651	EFNA3	Non
ENSG00000135404	0.224456777	0.307138651	CD63	Non
ENSG00000133961	0.202266112	0.307248708	NUMB	Non
ENSG00000132849	-0.238194675	0.307263411	PATJ	Non
ENSG00000164949	0.378702762	0.307263411	GEM	Non
ENSG00000151746	-0.199597129	0.307292442	BICD1	Non
ENSG00000179630	0.309522815	0.307292442	LACC1	Non
ENSG00000054965	0.172405114	0.307327966	FAM168A	Non
ENSG00000046604	0.63069811	0.307327966	DSG2	Non
ENSG00000181472	-0.241423814	0.307408436	ZBTB2	Non
ENSG00000085511	-0.204281459	0.30744664	MAP3K4	Non
ENSG00000124299	0.306908018	0.30744664	PEPD	Non
ENSG00000172201	-0.199828989	0.307453679	ID4	Non
ENSG00000214113	-0.23092695	0.307533503	LYRM4	Non
ENSG00000165244	-0.392689441	0.307533503	ZNF367	Non
ENSG00000185339	0.470262928	0.307693154	TCN2	Non
ENSG00000175470	-0.192160036	0.307711219	PPP2R2D	Non
ENSG00000198892	0.336770949	0.307874238	SHISA4	Non
ENSG00000125821	-0.238948196	0.307874238	DTD1	Non
ENSG00000096092	-0.25854542	0.307897013	TMEM14A	Non
ENSG00000125818	0.20829357	0.307961704	PSMF1	Non
ENSG00000170074	0.400490181	0.307999085	FAM153A	Non
ENSG00000244242	0.468931245	0.307999085	IFITM10	Non
ENSG00000102967	0.302399451	0.307999085	DHODH	Non
ENSG00000084072	-0.233647892	0.308170529	PPIE	Non
ENSG00000248483	0.251161967	0.308170529	POU5F2	Non
ENSG00000147655	-0.321539015	0.308170529	RSPO2	Non
ENSG00000048140	0.276031316	0.30824273	TSPAN17	Non
ENSG00000138796	0.214862789	0.308405751	HADH	Non
ENSG00000175711	0.410336817	0.308405751	B3GNTL1	Non
ENSG00000135622	0.339276696	0.308781107	SEMA4F	Non
ENSG00000114302	-0.207704972	0.308781107	PRKAR2A	Non
ENSG00000156218	0.266096675	0.308823844	ADAMTSL3	Non
ENSG00000160007	0.18798493	0.30890182	ARHGAP35	Non
ENSG00000155011	-0.496598452	0.309131231	DKK2	Non
ENSG00000132781	0.407237525	0.309386669	MUTYH	Non
ENSG00000147036	-0.325167943	0.309427565	LANCL3	Non
ENSG00000196890	0.462423996	0.309880447	H2BU1	Non
ENSG00000132321	-0.258462531	0.309911484	IQCA1	Non
ENSG00000163975	0.514633655	0.310054268	MELTF	Non
ENSG00000143977	-0.280342832	0.310064046	SNRPG	Non
ENSG00000130921	-0.236193208	0.310064046	C12orf65	Non
ENSG00000138759	-0.281596735	0.310443502	FRAS1	Non
ENSG00000011198	-0.238313615	0.310486021	ABHD5	Non
ENSG00000167528	-0.204079954	0.310824494	ZNF641	Non
ENSG00000178665	-0.286319713	0.310837607	ZNF713	Non
ENSG00000135740	0.366766171	0.310837607	SLC9A5	Non
ENSG00000205309	0.406439645	0.310906363	NT5M	Non
ENSG00000065060	0.208461406	0.310962146	UHRF1BP1	Non
ENSG00000143458	0.221397826	0.311095244	GABPB2	Non
ENSG00000197496	0.410376512	0.31112256	SLC2A10	Non
ENSG00000136048	0.362037976	0.311194089	DRAM1	Non
ENSG00000090686	-0.24764369	0.311239538	USP48	Non
ENSG00000086475	-0.209377705	0.31124271	SEPHS1	Non
ENSG00000075539	0.206960108	0.31129288	FRYL	Non
ENSG00000189420	0.249492259	0.31129288	ZFP92	Non
ENSG00000138622	0.451002991	0.31129288	HCN4	Non
ENSG00000184232	0.433398094	0.311341628	OAF	Non
ENSG00000262484	0.61219207	0.311341628	CCER2	Non
ENSG00000114316	0.201806903	0.31151338	USP4	Non
ENSG00000182580	0.448783274	0.31151338	EPHB3	Non
ENSG00000182831	-0.170862295	0.311619384	C16orf72	Non
ENSG00000165644	0.767720074	0.311664892	COMTD1	Non
ENSG00000101546	0.240700732	0.311668344	RBFA	Non
ENSG00000116903	-0.206645912	0.311814167	EXOC8	Non
ENSG00000218336	-0.223133084	0.311814167	TENM3	Non
ENSG00000149972	-0.334822532	0.311814167	CNTN5	Non
ENSG00000183655	0.460132799	0.311814167	KLHL25	Non
ENSG00000108474	0.258448875	0.311814167	PIGL	Non
ENSG00000108506	-0.220589037	0.311814167	INTS2	Non
ENSG00000106125	0.450613411	0.311865557	MINDY4	Non
ENSG00000128602	0.428995781	0.311982581	SMO	Non
ENSG00000115392	-0.257328417	0.312165065	FANCL	Non
ENSG00000189108	-0.532960006	0.312165065	IL1RAPL2	Non
ENSG00000169083	-0.290122733	0.312451074	AR	Non
ENSG00000284024	-0.222182729	0.312712839	HSPA14	Non
ENSG00000088367	0.219374643	0.312761297	EPB41L1	Non
ENSG00000149294	0.188070998	0.313042094	NCAM1	Non
ENSG00000122378	-0.19076364	0.313055768	PRXL2A	Non
ENSG00000058262	0.265264417	0.313402213	SEC61A1	Non
ENSG00000163913	0.210067782	0.313492285	IFT122	Non
ENSG00000169359	-0.210818938	0.313492285	SLC33A1	Non
ENSG00000131370	-0.215321718	0.313653818	SH3BP5	Non
ENSG00000139722	0.350996246	0.313755261	VPS37B	Non
ENSG00000163328	-0.171057136	0.31377482	GPR155	Non
ENSG00000160633	0.210883709	0.313918527	SAFB	Non
ENSG00000010803	0.200666867	0.314260598	SCMH1	Non
ENSG00000204149	0.373277643	0.314285987	AGAP6	Non
ENSG00000110958	-0.222367596	0.314301728	PTGES3	Non
ENSG00000173421	0.675662625	0.314902553	CCDC36	Non
ENSG00000184588	-0.17713426	0.314937787	PDE4B	Non
ENSG00000104979	0.43657959	0.315001365	C19orf53	Non
ENSG00000147488	0.230282966	0.31507266	ST18	Non
ENSG00000186665	-0.342450336	0.315551046	C17orf58	Non
ENSG00000161036	0.328173948	0.315614957	LRWD1	Non
ENSG00000106268	0.488849798	0.315863709	NUDT1	Non
ENSG00000157240	-0.275486314	0.315878968	FZD1	Non
ENSG00000089006	-0.199354333	0.315878968	SNX5	Non
ENSG00000132881	0.491471407	0.316206025	CPLANE2	Non
ENSG00000188611	-0.543095218	0.316448697	ASAH2	Non
ENSG00000196943	0.21141239	0.316768905	NOP9	Non
ENSG00000198589	-0.181958001	0.316932664	LRBA	Non
ENSG00000170266	0.228768353	0.317134114	GLB1	Non
ENSG00000274290	0.365252512	0.317134114	H2BC6	Non
ENSG00000006015	0.39733448	0.317134114	REX1BD	Non
ENSG00000111961	0.168539564	0.317200829	SASH1	Non
ENSG00000163322	0.386989644	0.317224336	ABRAXAS1	Non
ENSG00000164749	-0.427443787	0.317224336	HNF4G	Non
ENSG00000128923	-0.21518927	0.317224336	MINDY2	Non
ENSG00000164038	-0.210249657	0.317429631	SLC9B2	Non
ENSG00000166946	-0.202514895	0.31745324	CCNDBP1	Non
ENSG00000127334	-0.239968226	0.317480103	DYRK2	Non
ENSG00000118496	-0.21727609	0.317798417	FBXO30	Non
ENSG00000114021	-0.223847682	0.318208653	NIT2	Non
ENSG00000273542	0.596537373	0.318208653	H4C12	Non
ENSG00000165695	0.449174223	0.318208653	AK8	Non
ENSG00000075975	-0.195877053	0.318429074	MKRN2	Non
ENSG00000187097	0.220664026	0.318493139	ENTPD5	Non
ENSG00000131732	-0.284922657	0.318552015	ZCCHC9	Non
ENSG00000158417	-0.269995469	0.318663492	EIF5B	Non
ENSG00000181938	-0.399150679	0.318663492	GINS3	Non
ENSG00000006757	-0.254863251	0.318797462	PNPLA4	Non
ENSG00000108924	-0.240371853	0.319066044	HLF	Non
ENSG00000174844	-0.351966723	0.319178441	DNAH12	Non
ENSG00000185610	-0.334686851	0.319242449	DBX2	Non
ENSG00000175792	-0.219648944	0.319268418	RUVBL1	Non
ENSG00000110321	-0.172083677	0.319369271	EIF4G2	Non
ENSG00000112167	-0.270991652	0.319989777	SAYSD1	Non
ENSG00000121957	-0.218501683	0.320106374	GPSM2	Non
ENSG00000149016	0.367221598	0.320116457	TUT1	Non
ENSG00000149179	0.260481793	0.320252996	C11orf49	Non
ENSG00000112679	0.193682916	0.32026342	DUSP22	Non
ENSG00000107036	-0.189845414	0.32026342	RIC1	Non
ENSG00000157219	-0.284744375	0.320267959	HTR5A	Non
ENSG00000198482	-0.228650139	0.320291431	ZNF808	Non
ENSG00000054983	-0.193785158	0.320447944	GALC	Non
ENSG00000140876	-0.395616269	0.320810052	NUDT7	Non
ENSG00000143147	0.22910332	0.320902826	GPR161	Non
ENSG00000012174	-0.212555471	0.320913284	MBTPS2	Non
ENSG00000105677	0.513169496	0.321130464	TMEM147	Non
ENSG00000130368	-0.336920203	0.321173515	MAS1	Non
ENSG00000100266	0.182013803	0.321173515	PACSIN2	Non
ENSG00000185567	0.22922069	0.321285949	AHNAK2	Non
ENSG00000163162	0.181682456	0.321332704	RNF149	Non
ENSG00000171132	-0.206960955	0.321767214	PRKCE	Non
ENSG00000197763	-0.282683751	0.321925189	TXNRD3	Non
ENSG00000172602	0.321409938	0.3221144	RND1	Non
ENSG00000198739	-0.224027177	0.32233894	LRRTM3	Non
ENSG00000165795	0.196053585	0.322554821	NDRG2	Non
ENSG00000078053	-0.199085244	0.322774689	AMPH	Non
ENSG00000150722	-0.459886934	0.323018746	PPP1R1C	Non
ENSG00000106605	-0.269312331	0.323188513	BLVRA	Non
ENSG00000070610	0.274762233	0.323188513	GBA2	Non
ENSG00000139287	-0.381642724	0.323513896	TPH2	Non
ENSG00000131097	-0.483389259	0.323513896	HIGD1B	Non
ENSG00000115306	-0.175019047	0.323697356	SPTBN1	Non
ENSG00000156675	0.353732663	0.323763882	RAB11FIP1	Non
ENSG00000139182	0.277613675	0.323763882	CLSTN3	Non
ENSG00000087903	0.349078503	0.32414277	RFX2	Non
ENSG00000117543	-0.266456911	0.324312377	DPH5	Non
ENSG00000181350	-0.31083885	0.324422454	LRRC75A	Non
ENSG00000159374	-0.504395047	0.32447388	M1AP	Non
ENSG00000164967	0.572723408	0.32447388	RPP25L	Non
ENSG00000136193	-0.195484035	0.324813949	SCRN1	Non
ENSG00000139734	-0.384064523	0.324813949	DIAPH3	Non
ENSG00000157870	0.458623485	0.325207356	PRXL2B	Non
ENSG00000225973	-0.356737991	0.325640222	PIGBOS1	Non
ENSG00000142864	-0.190571207	0.32571108	SERBP1	Non
ENSG00000161082	0.266651708	0.325852513	CELF5	Non
ENSG00000204439	0.362033759	0.325931598	C6orf47	Non
ENSG00000146005	0.239409427	0.326194849	PSD2	Non
ENSG00000149483	0.288165748	0.326426245	TMEM138	Non
ENSG00000150977	0.241467987	0.32648438	RILPL2	Non
ENSG00000130826	-0.193473832	0.326507276	DKC1	Non
ENSG00000169908	0.40393443	0.326556754	TM4SF1	Non
ENSG00000137449	-0.173366179	0.326556754	CPEB2	Non
ENSG00000140285	-0.494261514	0.326698233	FGF7	Non
ENSG00000101210	0.29572923	0.32675046	EEF1A2	Non
ENSG00000173083	0.454386848	0.326937145	HPSE	Non
ENSG00000168769	-0.187250139	0.326937145	TET2	Non
ENSG00000161999	0.368310393	0.326937145	JMJD8	Non
ENSG00000104976	0.542554524	0.326968323	SNAPC2	Non
ENSG00000122884	0.237720005	0.327016315	P4HA1	Non
ENSG00000085491	-0.280240286	0.327022159	SLC25A24	Non
ENSG00000005075	0.29000212	0.327039685	POLR2J	Non
ENSG00000105968	-0.171172593	0.327078866	H2AZ2	Non
ENSG00000157856	-0.369329241	0.327165897	DRC1	Non
ENSG00000164674	0.507701338	0.327165897	SYTL3	Non
ENSG00000108819	0.227557698	0.327165897	PPP1R9B	Non
ENSG00000198860	-0.256315388	0.327254004	TSEN15	Non
ENSG00000187987	-0.254640211	0.327254004	ZSCAN23	Non
ENSG00000164597	-0.210311217	0.32738138	COG5	Non
ENSG00000174483	0.344024191	0.327573975	BBS1	Non
ENSG00000072364	-0.168313606	0.327686673	AFF4	Non
ENSG00000089157	0.289519602	0.327763051	RPLP0	Non
ENSG00000228198	0.485600659	0.327893177	OR2M3	Non
ENSG00000147421	0.175529605	0.32802879	HMBOX1	Non
ENSG00000149646	0.44494141	0.32802879	CNBD2	Non
ENSG00000142408	0.345501062	0.328661191	CACNG8	Non
ENSG00000173011	0.228312803	0.328755586	TADA2B	Non
ENSG00000203663	0.499592462	0.328885593	OR2L2	Non
ENSG00000197238	0.505707125	0.328963499	H4C11	Non
ENSG00000249437	0.417188972	0.329167159	NAIP	Non
ENSG00000122862	0.312280452	0.329167159	SRGN	Non
ENSG00000144426	-0.217091303	0.32930066	NBEAL1	Non
ENSG00000128585	-0.189060242	0.329501323	MKLN1	Non
ENSG00000196422	0.296024538	0.329501323	PPP1R26	Non
ENSG00000178726	0.483926862	0.330056714	THBD	Non
ENSG00000115828	-0.334769393	0.330062522	QPCT	Non
ENSG00000182022	0.222601105	0.330307638	CHST15	Non
ENSG00000165060	-0.264982628	0.330407895	FXN	Non
ENSG00000109911	-0.21491239	0.330407895	ELP4	Non
ENSG00000177990	-0.226956729	0.331233812	DPY19L2	Non
ENSG00000055163	-0.201279797	0.331251781	CYFIP2	Non
ENSG00000183726	-0.174174761	0.331319329	TMEM50A	Non
ENSG00000074356	0.198086721	0.331380225	NCBP3	Non
ENSG00000124641	0.297925868	0.331432408	MED20	Non
ENSG00000114388	0.295074555	0.331467279	NPRL2	Non
ENSG00000151687	-0.235398116	0.331539745	ANKAR	Non
ENSG00000124217	-0.2655735	0.33162492	MOCS3	Non
ENSG00000176945	0.344318439	0.332362492	MUC20	Non
ENSG00000171720	0.219020818	0.332595817	HDAC3	Non
ENSG00000164649	0.317396257	0.332595817	CDCA7L	Non
ENSG00000113441	-0.160643536	0.33302472	LNPEP	Non
ENSG00000117625	-0.188116889	0.333066004	RCOR3	Non
ENSG00000179604	0.250192237	0.333066004	CDC42EP4	Non
ENSG00000106803	-0.263787312	0.333070441	SEC61B	Non
ENSG00000172458	0.381717544	0.333070441	IL17D	Non
ENSG00000198924	-0.222491565	0.333136488	DCLRE1A	Non
ENSG00000121775	0.477301114	0.333156501	TMEM39B	Non
ENSG00000053328	-0.411078221	0.333156501	METTL24	Non
ENSG00000009790	0.370604378	0.333417384	TRAF3IP3	Non
ENSG00000163738	-0.236769188	0.333417384	MTHFD2L	Non
ENSG00000168701	0.409208652	0.333417384	TMEM208	Non
ENSG00000132780	0.2599264	0.333703369	NASP	Non
ENSG00000205795	0.483980445	0.333703369	CYS1	Non
ENSG00000115183	0.217582486	0.333716107	TANC1	Non
ENSG00000164610	-0.297507969	0.333948437	RP9	Non
ENSG00000125257	0.273664589	0.334285717	ABCC4	Non
ENSG00000204348	0.408214018	0.334337942	DXO	Non
ENSG00000187730	0.374519685	0.334435535	GABRD	Non
ENSG00000138735	-0.323205437	0.334435535	PDE5A	Non
ENSG00000148541	-0.190544936	0.334495824	FAM13C	Non
ENSG00000088356	0.338489981	0.334631074	PDRG1	Non
ENSG00000187994	0.411296231	0.334708541	RINL	Non
ENSG00000083544	-0.229304293	0.334774313	TDRD3	Non
ENSG00000089876	-0.222334486	0.33490614	DHX32	Non
ENSG00000089723	-0.333109861	0.33490614	OTUB2	Non
ENSG00000204590	0.168964518	0.335017287	GNL1	Non
ENSG00000137106	0.255401529	0.335017287	GRHPR	Non
ENSG00000256436	0.32248999	0.335262288	TAS2R31	Non
ENSG00000101940	0.247552086	0.335340787	WDR13	Non
ENSG00000100889	0.532567123	0.335340787	PCK2	Non
ENSG00000091137	-0.293664062	0.335428582	SLC26A4	Non
ENSG00000150556	-0.338406883	0.335594547	LYPD6B	Non
ENSG00000050730	-0.500925764	0.33559717	TNIP3	Non
ENSG00000169684	0.597387331	0.335718568	CHRNA5	Non
ENSG00000146242	0.450092088	0.335757573	TPBG	Non
ENSG00000163832	0.273571846	0.33587096	ELP6	Non
ENSG00000100124	0.277174359	0.33587096	ANKRD54	Non
ENSG00000243335	0.206038048	0.335936605	KCTD7	Non
ENSG00000273604	0.47930299	0.335936605	EPOP	Non
ENSG00000116586	0.320210294	0.335937536	LAMTOR2	Non
ENSG00000186260	-0.182750374	0.336003825	MRTFB	Non
ENSG00000175048	0.252249211	0.336197879	ZDHHC14	Non
ENSG00000117410	0.472345328	0.336300743	ATP6V0B	Non
ENSG00000182600	0.386003167	0.336589734	SNORC	Non
ENSG00000057657	-0.30956265	0.336593816	PRDM1	Non
ENSG00000169814	0.195586405	0.33666198	BTD	Non
ENSG00000013374	-0.2524206	0.336794522	NUB1	Non
ENSG00000101079	-0.225869192	0.336794522	NDRG3	Non
ENSG00000177125	0.210990686	0.336813081	ZBTB34	Non
ENSG00000137098	0.484779248	0.337040285	SPAG8	Non
ENSG00000213064	-0.191151198	0.337263663	SFT2D2	Non
ENSG00000151665	-0.247806452	0.337263663	PIGF	Non
ENSG00000181322	0.287552933	0.337263663	NME9	Non
ENSG00000204392	0.336309938	0.337263663	LSM2	Non
ENSG00000177963	0.253192186	0.337327938	RIC8A	Non
ENSG00000146021	0.197014193	0.337428436	KLHL3	Non
ENSG00000123810	0.518961411	0.337440992	B9D2	Non
ENSG00000182919	0.238020638	0.337493523	C11orf54	Non
ENSG00000173418	-0.191955722	0.337685449	NAA20	Non
ENSG00000167434	0.379319563	0.337718032	CA4	Non
ENSG00000162227	0.384542584	0.33805004	TAF6L	Non
ENSG00000183914	0.289288379	0.338352145	DNAH2	Non
ENSG00000073536	0.348800796	0.33840668	NLE1	Non
ENSG00000198171	0.223027083	0.33840668	DDRGK1	Non
ENSG00000204291	0.372930773	0.338667383	COL15A1	Non
ENSG00000152904	-0.271108982	0.338757816	GGPS1	Non
ENSG00000120334	-0.307901227	0.33887571	CENPL	Non
ENSG00000112365	-0.23153875	0.33887571	ZBTB24	Non
ENSG00000213965	0.352446861	0.33887571	NUDT19	Non
ENSG00000127920	-0.339467699	0.339154665	GNG11	Non
ENSG00000136869	-0.243067615	0.339201233	TLR4	Non
ENSG00000007944	0.214374305	0.339286374	MYLIP	Non
ENSG00000169641	-0.180653781	0.339424565	LUZP1	Non
ENSG00000150048	0.437775101	0.339424565	CLEC1A	Non
ENSG00000161179	0.626874928	0.339466606	YDJC	Non
ENSG00000168743	-0.361222971	0.339586794	NPNT	Non
ENSG00000095261	-0.195786479	0.339978055	PSMD5	Non
ENSG00000123444	-0.259027834	0.340134875	KBTBD4	Non
ENSG00000150773	-0.390233917	0.340134875	PIH1D2	Non
ENSG00000169562	0.380534633	0.340747977	GJB1	Non
ENSG00000198890	-0.232685747	0.340766341	PRMT6	Non
ENSG00000181873	0.256261992	0.340766341	IBA57	Non
ENSG00000170430	0.333272204	0.340766341	MGMT	Non
ENSG00000172548	0.336716268	0.340776286	NIPAL4	Non
ENSG00000127445	0.354535408	0.340776286	PIN1	Non
ENSG00000143093	0.240984031	0.340810371	STRIP1	Non
ENSG00000082497	-0.325045349	0.341000349	SERTAD4	Non
ENSG00000122025	-0.412216184	0.341201149	FLT3	Non
ENSG00000180376	-0.263918531	0.341250308	CCDC66	Non
ENSG00000167315	-0.20721732	0.341343271	ACAA2	Non
ENSG00000213079	-0.174343406	0.341432918	SCAF8	Non
ENSG00000070061	-0.180376567	0.341478218	ELP1	Non
ENSG00000067191	0.295473495	0.341525459	CACNB1	Non
ENSG00000177479	0.168565762	0.341879095	ARIH2	Non
ENSG00000230510	0.31963133	0.341914946	PPP5D1	Non
ENSG00000204683	0.390915391	0.342127595	C10orf113	Non
ENSG00000170915	0.181437556	0.342536314	PAQR8	Non
ENSG00000008838	0.267542728	0.342590217	MED24	Non
ENSG00000182636	-0.265311219	0.342709895	NDN	Non
ENSG00000069869	-0.228167752	0.342874848	NEDD4	Non
ENSG00000149761	0.486229058	0.342907857	NUDT22	Non
ENSG00000161203	-0.195954922	0.343137271	AP2M1	Non
ENSG00000121903	0.217549108	0.343176936	ZSCAN20	Non
ENSG00000131620	0.418941453	0.343229074	ANO1	Non
ENSG00000125458	0.350363781	0.34327459	NT5C	Non
ENSG00000143919	-0.272512414	0.343285012	CAMKMT	Non
ENSG00000138650	-0.192467583	0.343714359	PCDH10	Non
ENSG00000174989	0.233397399	0.343786424	FBXW8	Non
ENSG00000183011	0.394497241	0.343786424	NAA38	Non
ENSG00000139517	-0.213580949	0.343909885	LNX2	Non
ENSG00000114767	0.364467385	0.344010389	RRP9	Non
ENSG00000125285	-0.24927234	0.34433927	SOX21	Non
ENSG00000108984	-0.176809175	0.34433927	MAP2K6	Non
ENSG00000166578	0.406747478	0.344433125	IQCD	Non
ENSG00000186470	0.266698795	0.344444191	BTN3A2	Non
ENSG00000140104	0.437511294	0.344645408	CLBA1	Non
ENSG00000140575	0.201567801	0.344789297	IQGAP1	Non
ENSG00000137713	0.204542552	0.344849682	PPP2R1B	Non
ENSG00000242173	0.52317556	0.344849682	ARHGDIG	Non
ENSG00000164022	-0.239668584	0.344907713	AIMP1	Non
ENSG00000105929	-0.409729326	0.344907713	ATP6V0A4	Non
ENSG00000135845	-0.253634609	0.34531971	PIGC	Non
ENSG00000112739	-0.239480025	0.34531971	PRPF4B	Non
ENSG00000231887	-0.314700331	0.34531971	PRH1	Non
ENSG00000187566	-0.386747213	0.345436829	NHLRC1	Non
ENSG00000170310	-0.201297614	0.345646757	STX8	Non
ENSG00000090861	0.168228403	0.345931594	AARS1	Non
ENSG00000117450	-0.189782919	0.345981812	PRDX1	Non
ENSG00000221886	0.249297787	0.346056982	ZBED8	Non
ENSG00000149503	0.190885285	0.346056982	INCENP	Non
ENSG00000179397	-0.351701742	0.346111783	CATSPERE	Non
ENSG00000198932	-0.172061323	0.34630662	GPRASP1	Non
ENSG00000167720	-0.243633531	0.346452661	SRR	Non
ENSG00000104205	0.220586773	0.346712109	SGK3	Non
ENSG00000065427	-0.183993405	0.346712109	KARS1	Non
ENSG00000091592	0.374079897	0.346712109	NLRP1	Non
ENSG00000144115	0.623570133	0.346838784	THNSL2	Non
ENSG00000185252	0.292478633	0.34688137	ZNF74	Non
ENSG00000235106	0.221905973	0.346896458	BRD3OS	Non
ENSG00000196199	-0.221213865	0.347145749	MPHOSPH8	Non
ENSG00000141179	0.250860297	0.347760306	PCTP	Non
ENSG00000085276	0.305312463	0.348042662	MECOM	Non
ENSG00000164066	-0.163352125	0.348042662	INTU	Non
ENSG00000151612	0.178539297	0.348042662	ZNF827	Non
ENSG00000204967	-0.277613497	0.348042662	PCDHA4	Non
ENSG00000102053	-0.184408766	0.348042662	ZC3H12B	Non
ENSG00000110075	-0.189758521	0.348042662	PPP6R3	Non
ENSG00000172716	0.27510189	0.348042662	SLFN11	Non
ENSG00000131876	-0.239513678	0.348211168	SNRPA1	Non
ENSG00000111450	-0.21146988	0.34899963	STX2	Non
ENSG00000130203	0.325244605	0.34899963	APOE	Non
ENSG00000148634	-0.169184234	0.349142934	HERC4	Non
ENSG00000168566	-0.301154298	0.349265073	SNRNP48	Non
ENSG00000140795	-0.338671809	0.349265073	MYLK3	Non
ENSG00000100206	-0.462088403	0.34930631	DMC1	Non
ENSG00000164303	-0.267865223	0.349573225	ENPP6	Non
ENSG00000136811	0.216169466	0.349715102	ODF2	Non
ENSG00000147118	-0.253374416	0.350251569	ZNF182	Non
ENSG00000167840	0.258472389	0.350251569	ZNF232	Non
ENSG00000096063	-0.20041377	0.350308673	SRPK1	Non
ENSG00000144057	-0.287067572	0.350310049	ST6GAL2	Non
ENSG00000010671	0.392434573	0.350310049	BTK	Non
ENSG00000106714	0.252828621	0.350437349	CNTNAP3	Non
ENSG00000196268	-0.202519515	0.350437349	ZNF493	Non
ENSG00000133019	-0.208179521	0.350452062	CHRM3	Non
ENSG00000143575	-0.212602549	0.350517029	HAX1	Non
ENSG00000255690	-0.2784752	0.350541786	TRIL	Non
ENSG00000055813	0.293776399	0.350691053	CCDC85A	Non
ENSG00000162614	0.417656753	0.350745979	NEXN	Non
ENSG00000114013	0.364899744	0.350913156	CD86	Non
