ENSEMBL,ENTREZID,SYMBOL,GENENAME,CHR
ENSG00000163002,129401,NUP35,nucleoporin 35,2
ENSG00000136856,29988,SLC2A8,solute carrier family 2 member 8,9
ENSG00000182446,55666,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",17
ENSG00000066697,91283,MSANTD3,Myb/SANT DNA binding domain containing 3,9
ENSG00000205592,283463,MUC19,"mucin 19, oligomeric",12
ENSG00000134153,56851,EMC7,ER membrane protein complex subunit 7,15
ENSG00000119900,79627,OGFRL1,opioid growth factor receptor like 1,6
ENSG00000153827,9320,TRIP12,thyroid hormone receptor interactor 12,2
ENSG00000078747,83737,ITCH,itchy E3 ubiquitin protein ligase,20
ENSG00000224470,342371,ATXN1L,ataxin 1 like,16
ENSG00000172986,727936,GXYLT2,glucoside xylosyltransferase 2,3
ENSG00000135638,2016,EMX1,empty spiracles homeobox 1,2
ENSG00000177380,8541,PPFIA3,PTPRF interacting protein alpha 3,19
ENSG00000114030,3836,KPNA1,karyopherin subunit alpha 1,3
ENSG00000169093,8623,ASMTL,acetylserotonin O-methyltransferase like,X
ENSG00000182518,90736,FAM104B,family with sequence similarity 104 member B,X
ENSG00000135040,60560,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit",9
ENSG00000128039,79644,SRD5A3,steroid 5 alpha-reductase 3,4
ENSG00000112149,9308,CD83,CD83 molecule,6
ENSG00000101361,10528,NOP56,NOP56 ribonucleoprotein,20
ENSG00000184428,116447,TOP1MT,DNA topoisomerase I mitochondrial,8
ENSG00000099840,113177,IZUMO4,IZUMO family member 4,19
ENSG00000197008,7697,ZNF138,zinc finger protein 138,7
ENSG00000142549,402665,IGLON5,IgLON family member 5,19
ENSG00000171202,84233,TMEM126A,transmembrane protein 126A,11
ENSG00000173227,91683,SYT12,synaptotagmin 12,11
ENSG00000198785,116443,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,9
ENSG00000110195,2348,FOLR1,folate receptor alpha,11
ENSG00000126882,286336,FAM78A,family with sequence similarity 78 member A,9
ENSG00000235568,150372,NFAM1,NFAT activating protein with ITAM motif 1,22
ENSG00000139437,84260,TCHP,trichoplein keratin filament binding,12
ENSG00000176909,284358,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator,19
ENSG00000138463,84925,SLC49A4,solute carrier family 49 member 4,3
ENSG00000147231,55086,RADX,"RPA1 related single stranded DNA binding protein, X-linked",X
ENSG00000144152,129804,FBLN7,fibulin 7,2
ENSG00000177182,157807,CLVS1,clavesin 1,8
ENSG00000177853,9849,ZNF518A,zinc finger protein 518A,10
ENSG00000132612,27183,VPS4A,vacuolar protein sorting 4 homolog A,16
ENSG00000075391,9462,RASAL2,RAS protein activator like 2,1
ENSG00000166507,8509,NDST2,N-deacetylase and N-sulfotransferase 2,10
ENSG00000163291,152559,PAQR3,progestin and adipoQ receptor family member 3,4
ENSG00000057935,57504,MTA3,metastasis associated 1 family member 3,2
ENSG00000130779,6249,CLIP1,CAP-Gly domain containing linker protein 1,12
ENSG00000134905,79587,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial",13
ENSG00000151414,140609,NEK7,NIMA related kinase 7,1
ENSG00000069943,9488,PIGB,phosphatidylinositol glycan anchor biosynthesis class B,15
ENSG00000158220,83850,ESYT3,extended synaptotagmin 3,3
ENSG00000105698,7392,USF2,"upstream transcription factor 2, c-fos interacting",19
ENSG00000138778,1062,CENPE,centromere protein E,4
ENSG00000101412,1869,E2F1,E2F transcription factor 1,20
ENSG00000106992,203,AK1,adenylate kinase 1,9
ENSG00000151062,93589,CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,12
ENSG00000127554,2671,GFER,"growth factor, augmenter of liver regeneration",16
ENSG00000125966,10893,MMP24,matrix metallopeptidase 24,20
ENSG00000125944,10236,HNRNPR,heterogeneous nuclear ribonucleoprotein R,1
ENSG00000145088,55840,EAF2,ELL associated factor 2,3
ENSG00000054803,140689,CBLN4,cerebellin 4 precursor,20
ENSG00000138379,2660,MSTN,myostatin,2
ENSG00000131652,79228,THOC6,THO complex 6,16
ENSG00000135697,53630,BCO1,beta-carotene oxygenase 1,16
ENSG00000183134,11251,PTGDR2,prostaglandin D2 receptor 2,11
ENSG00000147874,54801,HAUS6,HAUS augmin like complex subunit 6,9
ENSG00000169252,154,ADRB2,adrenoceptor beta 2,5
ENSG00000138821,64116,SLC39A8,solute carrier family 39 member 8,4
ENSG00000174720,51574,LARP7,"La ribonucleoprotein 7, transcriptional regulator",4
ENSG00000188282,285180,RUFY4,RUN and FYVE domain containing 4,2
ENSG00000040487,54896,SLC66A1,solute carrier family 66 member 1,1
ENSG00000165807,145376,PPP1R36,protein phosphatase 1 regulatory subunit 36,14
ENSG00000072062,5566,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,19
ENSG00000160959,9684,LRRC14,leucine rich repeat containing 14,8
ENSG00000151338,145282,MIPOL1,mirror-image polydactyly 1,14
ENSG00000188107,346007,EYS,eyes shut homolog,6
ENSG00000137942,54874,FNBP1L,formin binding protein 1 like,1
ENSG00000101220,54976,C20orf27,chromosome 20 open reading frame 27,20
ENSG00000164168,55751,TMEM184C,transmembrane protein 184C,4
ENSG00000122912,8034,SLC25A16,solute carrier family 25 member 16,10
ENSG00000235173,51236,HGH1,HGH1 homolog,8
ENSG00000135999,26122,EPC2,enhancer of polycomb homolog 2,2
ENSG00000161013,11282,MGAT4B,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",5
ENSG00000157869,9364,RAB28,"RAB28, member RAS oncogene family",4
ENSG00000257365,2342,FNTB,"farnesyltransferase, CAAX box, beta",14
ENSG00000114487,27136,MORC1,MORC family CW-type zinc finger 1,3
ENSG00000172985,344558,SH3RF3,SH3 domain containing ring finger 3,2
ENSG00000116985,656,BMP8B,bone morphogenetic protein 8b,1
ENSG00000082781,3693,ITGB5,integrin subunit beta 5,3
ENSG00000161981,79622,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25,16
ENSG00000175376,84285,EIF1AD,eukaryotic translation initiation factor 1A domain containing,11
ENSG00000130734,84971,ATG4D,autophagy related 4D cysteine peptidase,19
ENSG00000141756,60681,FKBP10,FKBP prolyl isomerase 10,17
ENSG00000169169,126129,CPT1C,carnitine palmitoyltransferase 1C,19
ENSG00000175595,2072,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",16
ENSG00000175352,56675,NRIP3,nuclear receptor interacting protein 3,11
ENSG00000204536,54535,CCHCR1,coiled-coil alpha-helical rod protein 1,6
ENSG00000183960,131096,KCNH8,potassium voltage-gated channel subfamily H member 8,3
ENSG00000137494,338699,ANKRD42,ankyrin repeat domain 42,11
ENSG00000127884,1892,ECHS1,"enoyl-CoA hydratase, short chain 1",10
ENSG00000143195,387597,ILDR2,immunoglobulin like domain containing receptor 2,1
ENSG00000162194,79081,LBHD1,LBH domain containing 1,11
ENSG00000135823,10228,STX6,syntaxin 6,1
ENSG00000126934,5605,MAP2K2,mitogen-activated protein kinase kinase 2,19
ENSG00000126777,3895,KTN1,kinectin 1,14
ENSG00000165655,84858,ZNF503,zinc finger protein 503,10
ENSG00000081019,54665,RSBN1,round spermatid basic protein 1,1
ENSG00000023909,2730,GCLM,glutamate-cysteine ligase modifier subunit,1
ENSG00000101363,63905,MANBAL,mannosidase beta like,20
ENSG00000187486,3767,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,11
ENSG00000135482,84872,ZC3H10,zinc finger CCCH-type containing 10,12
ENSG00000099385,9274,BCL7C,BAF chromatin remodeling complex subunit BCL7C,16
ENSG00000109113,83871,RAB34,"RAB34, member RAS oncogene family",17
ENSG00000244509,27350,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,22
ENSG00000148484,6251,RSU1,Ras suppressor protein 1,10
ENSG00000148362,286257,PAXX,PAXX non-homologous end joining factor,9
ENSG00000206561,8292,COLQ,collagen like tail subunit of asymmetric acetylcholinesterase,3
ENSG00000177576,497661,C18orf32,chromosome 18 open reading frame 32,18
ENSG00000213722,23564,DDAH2,dimethylarginine dimethylaminohydrolase 2,6
ENSG00000169379,200894,ARL13B,ADP ribosylation factor like GTPase 13B,3
ENSG00000204271,169981,SPIN3,spindlin family member 3,X
ENSG00000105953,4967,OGDH,oxoglutarate dehydrogenase,7
ENSG00000162852,163882,CNST,"consortin, connexin sorting protein",1
ENSG00000122490,80148,SLC66A2,solute carrier family 66 member 2,18
ENSG00000107954,9148,NEURL1,neuralized E3 ubiquitin protein ligase 1,10
ENSG00000169105,113189,CHST14,carbohydrate sulfotransferase 14,15
ENSG00000107882,51684,SUFU,SUFU negative regulator of hedgehog signaling,10
ENSG00000140284,11001,SLC27A2,solute carrier family 27 member 2,15
ENSG00000100316,6122,RPL3,ribosomal protein L3,22
ENSG00000204128,257407,C2orf72,chromosome 2 open reading frame 72,2
ENSG00000170855,51499,TRIAP1,TP53 regulated inhibitor of apoptosis 1,12
ENSG00000163704,285368,PRRT3,proline rich transmembrane protein 3,3
ENSG00000008086,6792,CDKL5,cyclin dependent kinase like 5,X
ENSG00000100478,11154,AP4S1,adaptor related protein complex 4 subunit sigma 1,14
ENSG00000255150,493861,EID3,EP300 interacting inhibitor of differentiation 3,12
ENSG00000146856,340351,AGBL3,ATP/GTP binding protein like 3,7
ENSG00000162972,79568,MAIP1,matrix AAA peptidase interacting protein 1,2
ENSG00000164035,51705,EMCN,endomucin,4
ENSG00000185624,5034,P4HB,prolyl 4-hydroxylase subunit beta,17
ENSG00000137824,55177,RMDN3,regulator of microtubule dynamics 3,15
ENSG00000240230,90639,COX19,cytochrome c oxidase assembly factor COX19,7
ENSG00000137845,102,ADAM10,ADAM metallopeptidase domain 10,15
ENSG00000128607,23008,KLHDC10,kelch domain containing 10,7
ENSG00000171943,653464,SRGAP2C,SLIT-ROBO Rho GTPase activating protein 2C,1
ENSG00000267534,9294,S1PR2,sphingosine-1-phosphate receptor 2,19
ENSG00000278129,7554,ZNF8,zinc finger protein 8,19
ENSG00000165209,55342,STRBP,spermatid perinuclear RNA binding protein,9
ENSG00000180245,10692,RRH,retinal pigment epithelium-derived rhodopsin homolog,4
ENSG00000138400,130752,MDH1B,malate dehydrogenase 1B,2
ENSG00000123989,79586,CHPF,chondroitin polymerizing factor,2
ENSG00000176244,414149,ACBD7,acyl-CoA binding domain containing 7,10
ENSG00000048052,9734,HDAC9,histone deacetylase 9,7
ENSG00000131089,23229,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9,X
ENSG00000130724,27243,CHMP2A,charged multivesicular body protein 2A,19
ENSG00000178381,90637,ZFAND2A,zinc finger AN1-type containing 2A,7
ENSG00000179387,255520,ELMOD2,ELMO domain containing 2,4
ENSG00000160948,51160,VPS28,VPS28 subunit of ESCRT-I,8
ENSG00000239779,23559,WBP1,WW domain binding protein 1,2
ENSG00000164011,51058,ZNF691,zinc finger protein 691,1
ENSG00000218891,163033,ZNF579,zinc finger protein 579,19
ENSG00000196090,11122,PTPRT,protein tyrosine phosphatase receptor type T,20
ENSG00000127720,84190,METTL25,methyltransferase like 25,12
ENSG00000111727,29915,HCFC2,host cell factor C2,12
ENSG00000146416,51390,AIG1,androgen induced 1,6
ENSG00000213397,55559,HAUS7,HAUS augmin like complex subunit 7,X
ENSG00000135407,10677,AVIL,advillin,12
ENSG00000110318,57562,CEP126,centrosomal protein 126,11
ENSG00000178338,117608,ZNF354B,zinc finger protein 354B,5
ENSG00000100523,80821,DDHD1,DDHD domain containing 1,14
ENSG00000155749,130540,FLACC1,flagellum associated containing coiled-coil domains 1,2
ENSG00000140854,10300,KATNB1,katanin regulatory subunit B1,16
ENSG00000114757,51555,PEX5L,peroxisomal biogenesis factor 5 like,3
ENSG00000196876,6334,SCN8A,sodium voltage-gated channel alpha subunit 8,12
ENSG00000174498,9543,IGDCC3,immunoglobulin superfamily DCC subclass member 3,15
ENSG00000013583,50865,HEBP1,heme binding protein 1,12
ENSG00000114770,10057,ABCC5,ATP binding cassette subfamily C member 5,3
ENSG00000185043,10519,CIB1,calcium and integrin binding 1,15
ENSG00000205726,6453,ITSN1,intersectin 1,21
ENSG00000105135,10994,ILVBL,ilvB acetolactate synthase like,19
ENSG00000101236,11237,RNF24,ring finger protein 24,20
ENSG00000163069,6443,SGCB,sarcoglycan beta,4
ENSG00000141198,10040,TOM1L1,target of myb1 like 1 membrane trafficking protein,17
ENSG00000277399,440435,GPR179,G protein-coupled receptor 179,17
ENSG00000135439,116986,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",12
ENSG00000197444,55753,OGDHL,oxoglutarate dehydrogenase like,10
ENSG00000128944,90417,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,15
ENSG00000151967,29970,SCHIP1,schwannomin interacting protein 1,3
ENSG00000273748,NA,NA,NA,NA
ENSG00000160284,84221,SPATC1L,spermatogenesis and centriole associated 1 like,21
ENSG00000168818,53407,STX18,syntaxin 18,4
ENSG00000180346,166815,TIGD2,tigger transposable element derived 2,4
ENSG00000086544,80271,ITPKC,inositol-trisphosphate 3-kinase C,19
ENSG00000188529,10772,SRSF10,serine and arginine rich splicing factor 10,1
ENSG00000204954,728568,C12orf73,chromosome 12 open reading frame 73,12
ENSG00000116906,8443,GNPAT,glyceronephosphate O-acyltransferase,1
ENSG00000198298,220992,ZNF485,zinc finger protein 485,10
ENSG00000155099,55529,PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",8
ENSG00000178502,55175,KLHL11,kelch like family member 11,17
ENSG00000170037,116840,CNTROB,"centrobin, centriole duplication and spindle assembly protein",17
ENSG00000134291,79022,TMEM106C,transmembrane protein 106C,12
ENSG00000132912,51164,DCTN4,dynactin subunit 4,5
ENSG00000165792,64745,METTL17,methyltransferase like 17,14
ENSG00000133256,5158,PDE6B,phosphodiesterase 6B,4
ENSG00000137843,56924,PAK6,p21 (RAC1) activated kinase 6,15
ENSG00000203797,8528,DDO,D-aspartate oxidase,6
ENSG00000120647,84318,CCDC77,coiled-coil domain containing 77,12
ENSG00000140859,3801,KIFC3,kinesin family member C3,16
ENSG00000184497,348013,TMEM255B,transmembrane protein 255B,13
ENSG00000159352,5710,PSMD4,"proteasome 26S subunit, non-ATPase 4",1
ENSG00000114853,92999,ZBTB47,zinc finger and BTB domain containing 47,3
ENSG00000133027,10400,PEMT,phosphatidylethanolamine N-methyltransferase,17
ENSG00000156970,701,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B,15
ENSG00000090432,79594,MUL1,mitochondrial E3 ubiquitin protein ligase 1,1
ENSG00000110344,9354,UBE4A,ubiquitination factor E4A,11
ENSG00000187239,23048,FNBP1,formin binding protein 1,9
ENSG00000169991,126917,IFFO2,intermediate filament family orphan 2,1
ENSG00000183690,80258,EFHC2,EF-hand domain containing 2,X
ENSG00000185988,126520,PLK5,polo like kinase 5,19
ENSG00000196083,3556,IL1RAP,interleukin 1 receptor accessory protein,3
ENSG00000198055,2870,GRK6,G protein-coupled receptor kinase 6,5
ENSG00000177542,79751,SLC25A22,solute carrier family 25 member 22,11
ENSG00000129317,83448,PUS7L,pseudouridine synthase 7 like,12
ENSG00000188735,144404,TMEM120B,transmembrane protein 120B,12
ENSG00000136527,6434,TRA2B,transformer 2 beta homolog,3
ENSG00000115307,550,AUP1,AUP1 lipid droplet regulating VLDL assembly factor,2
ENSG00000006530,55750,AGK,acylglycerol kinase,7
ENSG00000127528,10365,KLF2,Kruppel like factor 2,19
ENSG00000087303,22795,NID2,nidogen 2,14
ENSG00000187210,2650,GCNT1,glucosaminyl (N-acetyl) transferase 1,9
ENSG00000196912,57730,ANKRD36B,ankyrin repeat domain 36B,2
ENSG00000143479,8444,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3,1
ENSG00000169188,27301,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2,X
ENSG00000127990,8910,SGCE,sarcoglycan epsilon,7
ENSG00000105085,9441,MED26,mediator complex subunit 26,19
ENSG00000141298,85464,SSH2,slingshot protein phosphatase 2,17
ENSG00000168564,55602,CDKN2AIP,CDKN2A interacting protein,4
ENSG00000033100,54480,CHPF2,chondroitin polymerizing factor 2,7
ENSG00000118271,7276,TTR,transthyretin,18
ENSG00000162426,50651,SLC45A1,solute carrier family 45 member 1,1
ENSG00000179922,147808,ZNF784,zinc finger protein 784,19
ENSG00000171223,3726,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit",19
ENSG00000095015,4214,MAP3K1,mitogen-activated protein kinase kinase kinase 1,5
ENSG00000133101,8900,CCNA1,cyclin A1,13
ENSG00000081237,5788,PTPRC,protein tyrosine phosphatase receptor type C,1
ENSG00000167965,64223,MLST8,"MTOR associated protein, LST8 homolog",16
ENSG00000130522,3727,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit",19
ENSG00000197061,8364,H4C3,H4 clustered histone 3,6
ENSG00000116489,829,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,1
ENSG00000133315,28992,MACROD1,mono-ADP ribosylhydrolase 1,11
ENSG00000101310,10483,SEC23B,"SEC23 homolog B, coat complex II component",20
ENSG00000204970,56147,PCDHA1,protocadherin alpha 1,5
ENSG00000131759,5914,RARA,retinoic acid receptor alpha,17
ENSG00000145451,8001,GLRA3,glycine receptor alpha 3,4
ENSG00000158941,57805,CCAR2,cell cycle and apoptosis regulator 2,8
ENSG00000135315,22832,CEP162,centrosomal protein 162,6
ENSG00000119285,55127,HEATR1,HEAT repeat containing 1,1
ENSG00000164542,23366,KIAA0895,KIAA0895,7
ENSG00000144802,64332,NFKBIZ,NFKB inhibitor zeta,3
ENSG00000162813,10380,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1",1
ENSG00000129103,25870,SUMF2,sulfatase modifying factor 2,7
ENSG00000127362,50831,TAS2R3,taste 2 receptor member 3,7
ENSG00000173988,220416,LRRC63,leucine rich repeat containing 63,13
ENSG00000125630,84172,POLR1B,RNA polymerase I subunit B,2
ENSG00000084676,8648,NCOA1,nuclear receptor coactivator 1,2
ENSG00000161835,160622,GRASP,general receptor for phosphoinositides 1 associated scaffold protein,12
ENSG00000103495,4150,MAZ,MYC associated zinc finger protein,16
ENSG00000132423,51805,COQ3,"coenzyme Q3, methyltransferase",6
ENSG00000099995,10291,SF3A1,splicing factor 3a subunit 1,22
ENSG00000115762,55041,PLEKHB2,pleckstrin homology domain containing B2,2
ENSG00000051382,5291,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",3
ENSG00000168575,6575,SLC20A2,solute carrier family 20 member 2,8
ENSG00000211460,7247,TSN,translin,2
ENSG00000269556,84548,TMEM185A,transmembrane protein 185A,X
ENSG00000168646,8313,AXIN2,axin 2,17
ENSG00000121579,80218,NAA50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit",3
ENSG00000128815,57705,WDFY4,WDFY family member 4,10
ENSG00000133121,90627,STARD13,StAR related lipid transfer domain containing 13,13
ENSG00000057294,5318,PKP2,plakophilin 2,12
ENSG00000171533,4135,MAP6,microtubule associated protein 6,11
ENSG00000176624,51320,MEX3C,mex-3 RNA binding family member C,18
ENSG00000172301,55352,COPRS,coordinator of PRMT5 and differentiation stimulator,17
ENSG00000178567,9852,EPM2AIP1,EPM2A interacting protein 1,3
ENSG00000143793,79169,C1orf35,chromosome 1 open reading frame 35,1
ENSG00000143614,57459,GATAD2B,GATA zinc finger domain containing 2B,1
ENSG00000170852,25948,KBTBD2,kelch repeat and BTB domain containing 2,7
ENSG00000138593,9728,SECISBP2L,SECIS binding protein 2 like,15
ENSG00000204624,57540,DISP3,dispatched RND transporter family member 3,1
ENSG00000133275,1455,CSNK1G2,casein kinase 1 gamma 2,19
ENSG00000196455,30849,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4,3
ENSG00000157680,9162,DGKI,diacylglycerol kinase iota,7
ENSG00000172262,7690,ZNF131,zinc finger protein 131,5
ENSG00000118849,5918,RARRES1,retinoic acid receptor responder 1,3
ENSG00000013288,23324,MAN2B2,mannosidase alpha class 2B member 2,4
ENSG00000204713,5987,TRIM27,tripartite motif containing 27,6
ENSG00000165194,57526,PCDH19,protocadherin 19,X
ENSG00000100362,5816,PVALB,parvalbumin,22
ENSG00000146842,84928,TMEM209,transmembrane protein 209,7
ENSG00000159202,65264,UBE2Z,ubiquitin conjugating enzyme E2 Z,17
ENSG00000164032,3015,H2AZ1,H2A.Z variant histone 1,4
ENSG00000283486,100289137,FAM95C,family with sequence similarity 95 member C,9
ENSG00000099625,255057,CBARP,CACN subunit beta associated regulatory protein,19
ENSG00000157404,3815,KIT,"KIT proto-oncogene, receptor tyrosine kinase",4
